Item,User Id,Gender,Age,Date of Transaction,Store,Brand,Location,Category,Price
1218,38,Male,18,2016-12-16,Bombay House,Bombay House,Prince Edward,Restaurants,875
1219,28,Male,65,2016-12-22,Park N Shop 154,Park N Shop,Central,Grocery,1188
1220,4,Male,62,2016-12-03,Cinta-J,Cinta-J,Wan Chai,Restaurants,779
1221,48,Male,40,2017-01-01,Little Vegas,Little Vegas,Causeway Bay,Restaurants,569
1222,24,Female,37,2016-12-20,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,192
1223,23,Female,20,2017-02-17,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,115
1224,18,Female,51,2017-01-23,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,436
1225,25,Male,23,2017-01-03,McDonalds-260-Queens,McDonalds,Central,Fast Food,132
1226,19,Female,37,2016-12-04,Wellcome WC 1,Wellcome,Wan Chai,Grocery,702
1227,38,Male,18,2016-12-24,Ibon Rae House,Ibon Rae,Central,Restaurants,688
1228,31,Male,53,2017-02-16,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,880
1229,42,Male,60,2017-02-12,Glasshouse,Glasshouse,Central,Restaurants,1218
1230,44,Female,28,2017-01-09,Itunes.com/bill,Apple,Itunes.com,Electronics,258
1231,10,Male,33,2017-02-09,Lei Garden Central,Lei Garden,Central,Restaurants,2373
1232,30,Female,36,2017-02-06,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,392
1233,40,Female,56,2017-01-01,Wellcome WC 1,Wellcome,Wan Chai,Grocery,782
1234,38,Male,18,2016-12-05,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,270
1235,49,Male,40,2016-12-27,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,67
1236,7,Male,48,2017-02-05,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,126
1237,26,Male,22,2017-02-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,4222
1238,9,Male,44,2017-02-08,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,200
1239,9,Male,44,2016-12-14,Itunes.com/bill,Apple,Itunes.com,Electronics,139
1240,35,Male,21,2017-01-27,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1695
1241,26,Male,22,2017-01-07,Itunes.com/bill,Apple,Itunes.com,Electronics,488
1242,9,Male,44,2016-12-21,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,429
1243,40,Female,56,2017-02-24,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,95
1244,8,Male,66,2016-12-21,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,871
1245,1,Male,52,2017-01-09,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5410
1246,4,Male,62,2017-01-08,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,53
1247,9,Male,44,2017-02-10,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,387
1248,41,Female,23,2017-01-06,StarBucks 115-4,StarBucks,Sha Tin,Coffee,236
1249,2,Male,19,2016-12-14,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,218
1250,47,Female,63,2017-02-14,Park N Shop 154,Park N Shop,Central,Grocery,589
1251,29,Female,45,2016-12-22,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,342
1252,48,Male,40,2017-02-11,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,154
1253,37,Female,52,2016-12-21,Cinta-J,Cinta-J,Wan Chai,Restaurants,397
1254,15,Male,31,2017-01-11,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,257
1255,4,Male,62,2017-02-10,Park N Shop 154,Park N Shop,Central,Grocery,525
1256,38,Male,18,2017-01-09,Park N Shop 154,Park N Shop,Central,Grocery,985
1257,33,Female,53,2017-02-06,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,1015
1258,31,Male,53,2016-12-30,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,815
1259,13,Female,27,2017-01-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2689
1260,38,Male,18,2017-02-15,Glasshouse,Glasshouse,Central,Restaurants,402
1261,19,Female,37,2017-02-08,McDonalds TC,McDonalds,Tung Chung,Fast Food,55
1262,36,Female,21,2017-01-27,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,26
1263,15,Male,31,2016-12-18,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1274
1264,1,Male,52,2017-01-02,Wellcome WC 1,Wellcome,Wan Chai,Grocery,696
1265,23,Female,20,2017-02-09,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,239
1266,47,Female,63,2017-01-14,Deliveroo,Pure,Hong Kong,Health/Fitness,381
1267,14,Female,29,2017-02-08,Calimex CWB,Calimex,Causeway Bay,Restaurants,422
1268,11,Female,41,2016-12-04,Ibon Rae House,Ibon Rae,Central,Restaurants,423
1269,33,Female,53,2016-12-07,StarBucks 115-4,StarBucks,Sha Tin,Coffee,166
1270,40,Female,56,2017-01-09,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,91
1271,16,Female,64,2017-02-11,Wellcome Main 24,Wellcome,Central,Grocery,1147
1272,14,Female,29,2016-12-27,Dominos Central,Dominos,Central,Restaurants,383
1273,16,Female,64,2016-12-09,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,39
1274,14,Female,29,2016-12-22,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,564
1275,2,Male,19,2016-12-24,Wellcome 81,Wellcome,Tung Chung,Grocery,231
1276,46,Female,29,2017-02-01,Itunes.com/bill,Apple,Itunes.com,Electronics,754
1277,36,Female,21,2017-02-28,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,908
1278,9,Male,44,2017-01-19,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,176
1279,42,Male,60,2016-12-05,StarBucks (4426),StarBucks,Central,Coffee,123
1280,11,Female,41,2016-12-12,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,57
1281,28,Male,65,2016-12-26,Wellcome 81,Wellcome,Tung Chung,Grocery,662
1282,26,Male,22,2017-02-05,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,37
1283,12,Male,56,2017-01-31,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,245
1284,18,Female,51,2016-12-02,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,306
1285,23,Female,20,2017-02-03,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,491
1286,41,Female,23,2016-12-14,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,728
1287,38,Male,18,2017-02-14,Ibon Rae House,Ibon Rae,Central,Restaurants,100
1288,41,Female,23,2017-01-16,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,339
1289,42,Male,60,2017-01-14,StarBucks (4426),StarBucks,Central,Coffee,63
1290,21,Male,19,2017-01-18,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,97
1291,25,Male,23,2016-12-24,Ibon Rae House,Ibon Rae,Central,Restaurants,646
1292,38,Male,18,2016-12-27,Wellcome 81,Wellcome,Tung Chung,Grocery,556
1293,39,Female,40,2017-02-13,StarBucks 115-4,StarBucks,Sha Tin,Coffee,27
1294,37,Female,52,2017-01-18,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,336
1295,13,Female,27,2017-02-12,StarBucks HK,StarBucks,Tung Chung,Coffee,75
1296,26,Male,22,2017-02-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2573
1297,33,Female,53,2017-01-22,StarBucks 115-4,StarBucks,Sha Tin,Coffee,109
1298,36,Female,21,2017-02-04,McDonalds TC,McDonalds,Tung Chung,Fast Food,51
1299,14,Female,29,2016-12-24,Calimex CWB,Calimex,Causeway Bay,Restaurants,438
1300,4,Male,62,2017-02-03,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,304
1301,14,Female,29,2017-01-20,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1070
1302,38,Male,18,2017-02-16,Cinta-J,Cinta-J,Wan Chai,Restaurants,545
1303,12,Male,56,2017-01-20,McDonalds SHA,McDonalds,Sha Tin,Fast Food,140
1304,49,Male,40,2017-01-12,Glasshouse,Glasshouse,Central,Restaurants,620
1305,32,Female,42,2017-02-05,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,798
1306,28,Male,65,2017-01-24,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,262
1307,19,Female,37,2017-01-19,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6726
1308,31,Male,53,2017-01-13,McDonalds SHA,McDonalds,Sha Tin,Fast Food,81
1309,18,Female,51,2017-01-24,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1423
1310,43,Female,51,2017-01-12,StarBucks WC 2,StarBucks,Wan Chain,Coffee,37
1311,21,Male,19,2017-02-26,Wellcome 81,Wellcome,Tung Chung,Grocery,421
1312,9,Male,44,2016-12-24,Wellcome 81,Wellcome,Tung Chung,Grocery,1146
1313,2,Male,19,2016-12-24,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,824
1314,5,Female,42,2017-02-12,Glasshouse,Glasshouse,Central,Restaurants,105
1315,10,Male,33,2017-02-04,Lei Garden Central,Lei Garden,Central,Restaurants,2341
1316,9,Male,44,2017-02-05,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,1461
1317,9,Male,44,2017-01-02,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,38
1318,45,Male,62,2016-12-29,McDonalds SHA,McDonalds,Sha Tin,Fast Food,114
1319,30,Female,36,2017-02-15,StarBucks WC 2,StarBucks,Wan Chain,Coffee,152
1320,35,Male,21,2016-12-15,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1464
1321,8,Male,66,2017-02-22,Little Vegas,Little Vegas,Causeway Bay,Restaurants,561
1322,19,Female,37,2017-01-18,Deliveroo,Pure,Hong Kong,Health/Fitness,797
1323,47,Female,63,2016-12-06,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,748
1324,18,Female,51,2017-01-09,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1045
1325,5,Female,42,2016-12-18,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,1027
1326,7,Male,48,2016-12-23,Calimex CWB,Calimex,Causeway Bay,Restaurants,471
1327,29,Female,45,2016-12-06,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,181
1328,5,Female,42,2017-02-19,StarBucks 115-4,StarBucks,Sha Tin,Coffee,243
1329,37,Female,52,2017-01-12,Wellcome WC 1,Wellcome,Wan Chai,Grocery,291
1330,15,Male,31,2017-02-21,The Grill Room,The Grill Room,Causeway Bay,Restaurants,687
1331,5,Female,42,2016-12-01,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,239
1332,31,Male,53,2017-01-20,Calimex CWB,Calimex,Causeway Bay,Restaurants,339
1333,18,Female,51,2017-02-03,McDonalds TC,McDonalds,Tung Chung,Fast Food,117
1334,45,Male,62,2017-01-17,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,501
1335,1,Male,52,2017-02-12,Little Vegas,Little Vegas,Causeway Bay,Restaurants,265
1336,39,Female,40,2016-12-05,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,63
1337,10,Male,33,2016-12-20,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,855
1338,1,Male,52,2016-12-19,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,130
1339,22,Male,67,2016-12-13,Itunes.com/bill,Apple,Itunes.com,Electronics,163
1340,39,Female,40,2017-02-06,Bombay House,Bombay House,Prince Edward,Restaurants,626
1341,39,Female,40,2016-12-20,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,125
1342,21,Male,19,2017-02-25,Hwaduk,Hwanduk,Causeway Bay,Restaurants,289
1343,25,Male,23,2017-02-22,Dominos Central,Dominos,Central,Restaurants,218
1344,18,Female,51,2016-12-10,StarBucks HK,StarBucks,Tung Chung,Coffee,167
1345,6,Female,64,2017-01-04,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,203
1346,49,Male,40,2016-12-17,Calimex CWB,Calimex,Causeway Bay,Restaurants,437
1347,49,Male,40,2016-12-16,The Grill Room,The Grill Room,Causeway Bay,Restaurants,950
1348,26,Male,22,2017-02-23,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,162
1349,50,Male,24,2017-02-26,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1442
1350,35,Male,21,2017-01-07,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1938
1351,37,Female,52,2017-01-05,Wellcome WC 1,Wellcome,Wan Chai,Grocery,431
1352,39,Female,40,2017-02-12,Wellcome WC 1,Wellcome,Wan Chai,Grocery,579
1353,18,Female,51,2016-12-05,The Grill Room,The Grill Room,Causeway Bay,Restaurants,997
1354,47,Female,63,2017-02-09,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,518
1355,4,Male,62,2017-01-25,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3095
1356,35,Male,21,2016-12-03,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6330
1357,47,Female,63,2016-12-08,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,399
1358,22,Male,67,2017-01-30,Wellcome Main 24,Wellcome,Central,Grocery,1199
1359,6,Female,64,2016-12-26,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,329
1360,37,Female,52,2017-01-08,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,155
1361,43,Female,51,2016-12-15,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1182
1362,32,Female,42,2016-12-02,McDonalds TC,McDonalds,Tung Chung,Fast Food,92
1363,46,Female,29,2017-02-17,Glasshouse,Glasshouse,Central,Restaurants,1495
1364,3,Male,40,2017-01-04,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,275
1365,30,Female,36,2017-02-15,Dominos Central,Dominos,Central,Restaurants,313
1366,25,Male,23,2016-12-19,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,187
1367,14,Female,29,2017-01-30,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,174
1368,16,Female,64,2017-01-12,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,80
1369,49,Male,40,2016-12-28,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,762
1370,23,Female,20,2017-01-20,StarBucks HK,StarBucks,Tung Chung,Coffee,69
1371,6,Female,64,2016-12-24,Ibon Rae House,Ibon Rae,Central,Restaurants,232
1372,16,Female,64,2017-01-01,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,218
1373,9,Male,44,2017-01-12,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,110
1374,39,Female,40,2017-01-18,StarBucks WC 2,StarBucks,Wan Chain,Coffee,110
1375,6,Female,64,2016-12-17,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,148
1376,16,Female,64,2017-02-14,Hwaduk,Hwanduk,Causeway Bay,Restaurants,402
1377,27,Female,22,2017-01-15,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,226
1378,45,Male,62,2016-12-13,McDonalds-260-Queens,McDonalds,Central,Fast Food,100
1379,13,Female,27,2017-02-06,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,57
1380,30,Female,36,2017-02-21,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,301
1381,3,Male,40,2017-01-21,Dominos Central,Dominos,Central,Restaurants,302
1382,33,Female,53,2017-02-25,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,342
1383,39,Female,40,2016-12-04,Wellcome WC 1,Wellcome,Wan Chai,Grocery,957
1384,37,Female,52,2017-01-16,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,785
1385,21,Male,19,2017-01-05,StarBucks HK,StarBucks,Tung Chung,Coffee,71
1386,40,Female,56,2016-12-26,Little Vegas,Little Vegas,Causeway Bay,Restaurants,250
1387,36,Female,21,2017-02-15,StarBucks (4426),StarBucks,Central,Coffee,224
1388,12,Male,56,2016-12-15,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,741
1389,8,Male,66,2017-02-05,Calimex CWB,Calimex,Causeway Bay,Restaurants,377
1390,12,Male,56,2017-02-03,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,368
1391,19,Female,37,2017-01-19,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,78
1392,22,Male,67,2017-02-06,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1403
1393,6,Female,64,2017-01-07,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,162
1394,26,Male,22,2016-12-31,Wellcome 81,Wellcome,Tung Chung,Grocery,186
1395,21,Male,19,2017-02-15,McDonalds SHA,McDonalds,Sha Tin,Fast Food,34
1396,47,Female,63,2017-02-03,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1095
1397,15,Male,31,2017-02-01,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1190
1398,45,Male,62,2017-01-19,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,97
1399,41,Female,23,2016-12-25,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,397
1400,21,Male,19,2017-01-16,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2515
1401,50,Male,24,2016-12-27,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,1093
1402,32,Female,42,2017-01-02,Hwaduk,Hwanduk,Causeway Bay,Restaurants,103
1403,18,Female,51,2017-02-19,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,165
1404,1,Male,52,2017-02-20,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,271
1405,19,Female,37,2017-01-24,Little Vegas,Little Vegas,Causeway Bay,Restaurants,404
1406,33,Female,53,2016-12-07,StarBucks WC 2,StarBucks,Wan Chain,Coffee,113
1407,35,Male,21,2017-01-27,Jaspas PE,Jaspas,Prince Edward,Restaurants,1419
1408,19,Female,37,2017-02-14,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,312
1409,10,Male,33,2017-01-02,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,268
1410,34,Male,57,2016-12-27,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2231
1411,15,Male,31,2017-01-18,Wellcome 81,Wellcome,Tung Chung,Grocery,642
1412,1,Male,52,2016-12-01,StarBucks HK,StarBucks,Tung Chung,Coffee,207
1413,5,Female,42,2017-02-25,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,216
1414,12,Male,56,2016-12-22,StarBucks (4426),StarBucks,Central,Coffee,32
1415,36,Female,21,2017-01-03,Bombay House,Bombay House,Prince Edward,Restaurants,861
1416,48,Male,40,2016-12-02,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,38
1417,15,Male,31,2016-12-28,The Grill Room,The Grill Room,Causeway Bay,Restaurants,806
1418,41,Female,23,2017-02-03,McDonalds SHA,McDonalds,Sha Tin,Fast Food,126
1419,30,Female,36,2017-02-22,Dominos Central,Dominos,Central,Restaurants,371
1420,35,Male,21,2017-01-06,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,633
1421,14,Female,29,2017-01-28,Ibon Rae House,Ibon Rae,Central,Restaurants,523
1422,30,Female,36,2017-02-28,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,309
1423,31,Male,53,2017-01-08,Bombay House,Bombay House,Prince Edward,Restaurants,180
1424,4,Male,62,2017-01-24,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,152
1425,17,Female,19,2017-02-11,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,429
1426,18,Female,51,2017-01-11,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,165
1427,17,Female,19,2017-01-01,The Grill Room,The Grill Room,Causeway Bay,Restaurants,877
1428,43,Female,51,2016-12-19,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,147
1429,21,Male,19,2017-01-30,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1639
1430,41,Female,23,2017-01-18,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,156
1431,10,Male,33,2017-01-30,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,209
1432,25,Male,23,2017-01-31,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,367
1433,42,Male,60,2017-01-25,The Grill Room,The Grill Room,Causeway Bay,Restaurants,356
1434,11,Female,41,2016-12-17,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,1858
1435,29,Female,45,2017-02-05,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1755
1436,46,Female,29,2016-12-10,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,602
1437,37,Female,52,2017-02-27,Deliveroo,Pure,Hong Kong,Health/Fitness,410
1438,13,Female,27,2016-12-07,Wellcome Main 24,Wellcome,Central,Grocery,321
1439,31,Male,53,2017-02-03,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,158
1440,22,Male,67,2017-01-08,Park N Shop 154,Park N Shop,Central,Grocery,1118
1441,38,Male,18,2016-12-08,Deliveroo,Pure,Hong Kong,Health/Fitness,271
1442,23,Female,20,2017-02-06,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,67
1443,50,Male,24,2017-01-29,Bombay House,Bombay House,Prince Edward,Restaurants,891
1444,49,Male,40,2017-02-22,Jaspas PE,Jaspas,Prince Edward,Restaurants,982
1445,5,Female,42,2017-01-29,StarBucks WC 2,StarBucks,Wan Chain,Coffee,133
1446,3,Male,40,2017-01-27,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,196
1447,42,Male,60,2017-02-19,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,755
1448,12,Male,56,2017-02-13,Wellcome 81,Wellcome,Tung Chung,Grocery,755
1449,45,Male,62,2016-12-17,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,615
1450,44,Female,28,2017-01-14,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,86
1451,19,Female,37,2017-02-19,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,401
1452,36,Female,21,2016-12-27,Glasshouse,Glasshouse,Central,Restaurants,388
1453,40,Female,56,2017-02-28,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,48
1454,16,Female,64,2016-12-01,Dominos Central,Dominos,Central,Restaurants,393
1455,16,Female,64,2016-12-18,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1380
1456,9,Male,44,2017-02-15,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,376
1457,22,Male,67,2016-12-06,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,234
1458,11,Female,41,2016-12-26,McDonalds TC,McDonalds,Tung Chung,Fast Food,122
1459,19,Female,37,2016-12-14,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,440
1460,22,Male,67,2016-12-04,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6933
1461,7,Male,48,2017-02-21,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,792
1462,2,Male,19,2017-02-16,Calimex CWB,Calimex,Causeway Bay,Restaurants,345
1463,16,Female,64,2017-02-06,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,565
1464,46,Female,29,2017-02-18,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,111
1465,5,Female,42,2016-12-30,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,57
1466,11,Female,41,2017-01-23,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1135
1467,36,Female,21,2017-01-11,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,109
1468,18,Female,51,2016-12-18,Wellcome 81,Wellcome,Tung Chung,Grocery,936
1469,7,Male,48,2017-01-28,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6186
1470,26,Male,22,2017-01-08,Ibon Rae House,Ibon Rae,Central,Restaurants,445
1471,24,Female,37,2017-01-13,StarBucks WC 2,StarBucks,Wan Chain,Coffee,53
1472,17,Female,19,2017-02-22,Wellcome Main 24,Wellcome,Central,Grocery,944
1473,30,Female,36,2017-02-18,Hwaduk,Hwanduk,Causeway Bay,Restaurants,177
1474,32,Female,42,2016-12-10,Wellcome WC 1,Wellcome,Wan Chai,Grocery,365
1475,34,Male,57,2017-01-18,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,851
1476,10,Male,33,2016-12-28,StarBucks (4426),StarBucks,Central,Coffee,244
1477,33,Female,53,2016-12-28,McDonalds SHA,McDonalds,Sha Tin,Fast Food,117
1478,31,Male,53,2017-01-08,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,134
1479,13,Female,27,2017-01-17,Bombay House,Bombay House,Prince Edward,Restaurants,290
1480,30,Female,36,2016-12-06,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,406
1481,7,Male,48,2017-02-15,Glasshouse,Glasshouse,Central,Restaurants,1443
1482,41,Female,23,2016-12-24,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5109
1483,49,Male,40,2017-01-12,Little Vegas,Little Vegas,Causeway Bay,Restaurants,486
